ge,du
55249,33
183,33
81035,33
9541,33
65095,33
10954,33
9497,33
51082,33
5636,33
80097,33
27183,33
283373,33
54849,33
10114,33
55750,33
10409,33
140710,33
5884,33
9124,33
2494,33
9498,33
55012,33
5927,33
29074,33
22950,33
92140,33
25813,33
5787,33
10256,33
390792,33
8604,33
407,33
9466,33
3800,33
8867,33
2671,33
9397,33
8721,33
51503,33
51105,33
81611,33
9247,33
102,33
10042,33
4303,33
8844,33
317781,33
65056,33
143241,33
25771,33
79446,33
10981,33
84458,33
203259,33
642938,33
51643,33
64146,33
1490,33
79934,33
10907,33
8045,33
4597,33
57616,33
9445,33
54617,33
1604,33
55148,33
4259,33
84135,33
158234,33
29957,33
56061,33
80777,33
6505,33
23063,33
83858,33
9887,33
80714,33
388633,33
8703,33
5873,33
84318,33
84433,33
4118,33
8733,33
2846,33
10629,33
64377,33
64411,33
2533,33
90799,33
79796,33
7372,33
23321,33
146279,33
10810,33
64699,33
340527,33
30836,33
6712,33
3913,33
1475,33
445582,33
7288,33
114898,33
54585,33
2947,33
5464,33
10274,33
7403,33
219,33
5360,33
5328,33
154791,33
7049,33
402682,33
29968,33
6558,33
57325,33
8539,33
81930,33
2324,33
91369,33
9689,33
9202,33
6277,33
79811,33
2050,33
5896,33
11031,33
58504,33
10385,33
79027,33
10278,33
9141,33
3953,33
85027,33
653269,33
84705,33
5763,33
162972,33
83933,33
3225,32
7474,32
9589,32
347516,32
51531,32
3673,32
23030,32
387032,32
57563,32
283489,32
60370,32
8567,32
4783,32
23098,32
136647,32
55540,32
112574,32
9587,32
55132,32
54780,32
4084,32
245973,32
79726,32
60385,32
54108,32
9778,32
57216,32
2937,32
54700,32
23248,32
7098,32
2132,32
1666,32
84966,32
85015,32
2643,32
119504,32
6813,32
401508,32
84309,32
5800,32
1783,32
116985,32
83443,32
57568,32
7920,32
140465,32
25926,32
57466,32
10818,32
1663,32
122786,32
10107,32
80775,32
63976,32
80742,32
51335,32
1272,32
9293,32
55324,32
478,32
10945,32
55166,32
55285,32
23438,32
55819,32
22980,32
7849,32
55003,32
79724,32
56952,32
8836,32
51765,32
55040,32
5646,32
85013,32
51255,32
9770,32
124801,32
23242,32
57472,32
57684,32
8906,32
116841,32
2246,32
9013,32
81786,32
6997,32
5275,32
5447,32
1823,32
124739,32
54531,32
894,32
10479,32
100288797,32
51719,32
55004,32
88455,32
79833,32
57693,32
401541,32
64116,32
57109,32
7993,32
55207,32
1186,32
221662,32
9015,32
7077,32
162239,32
1951,32
189,32
593,32
1991,32
5871,32
11164,32
7957,32
781,32
400569,32
80139,32
8514,32
10202,32
60492,32
64423,32
51646,32
1491,32
2890,32
950,32
83440,32
171023,32
2299,32
2149,32
9136,32
54806,32
8396,32
8050,32
1952,32
158399,32
30818,32
9729,32
57456,32
23154,32
22955,32
930,32
4795,32
54910,32
10106,32
27072,32
51025,32
84515,32
51406,32
79745,32
10449,32
1803,32
10749,32
4650,32
55083,32
57037,32
79064,32
9868,31
51231,31
54821,31
113251,31
225689,31
158427,31
23075,31
85236,31
490,31
9314,31
10087,31
492,31
1801,31
9874,31
4437,31
90850,31
7101,31
3911,31
57132,31
6560,31
51764,31
5989,31
967,31
112398,31
23325,31
7568,31
1949,31
383,31
2029,31
84319,31
6499,31
54908,31
10849,31
4709,31
6347,31
10394,31
2784,31
285367,31
387266,31
10794,31
117283,31
51263,31
84221,31
56270,31
84817,31
5889,31
55971,31
3094,31
3327,31
2553,31
80196,31
9768,31
8743,31
27173,31
255488,31
115704,31
6331,31
6936,31
378708,31
51650,31
1012,31
65010,31
64744,31
5471,31
650,31
2055,31
84816,31
378108,31
4624,31
2199,31
57381,31
51780,31
348180,31
22994,31
286,31
54899,31
115825,31
201626,31
118813,31
55017,31
196374,31
55631,31
135228,31
84894,31
10336,31
2821,31
7010,31
1291,31
64981,31
1476,31
9231,31
55608,31
7476,31
10198,31
25936,31
7053,31
8774,31
6676,31
81831,31
11011,31
84283,31
10367,31
10204,31
93986,31
84898,31
219988,31
22862,31
599,31
6623,31
259282,31
23376,31
949,31
22941,31
4507,31
90293,31
55558,31
57690,31
7862,31
57699,31
57018,31
26020,31
10961,31
9253,31
11079,31
23456,31
692312,31
79029,31
10455,31
26012,31
57050,31
29974,31
1136,31
104,31
26001,31
100316904,31
64746,31
23046,31
57223,31
54680,31
79068,31
54974,31
2936,31
23014,31
27248,31
6935,31
219738,31
9519,31
9715,31
7975,31
3630,31
390535,31
2052,31
1070,31
116092,31
80347,31
10658,31
83931,31
2122,31
51096,31
79671,31
91156,31
117157,31
5654,31
11101,31
79077,31
92129,31
64121,31
712,31
10560,31
90353,30
10634,30
65989,30
90550,30
22826,30
7469,30
9627,30
8493,30
2266,30
5413,30
84916,30
154141,30
9913,30
387680,30
51735,30
7181,30
79596,30
10468,30
6443,30
57410,30
54878,30
8711,30
84960,30
29925,30
2444,30
56994,30
6941,30
95,30
26051,30
9724,30
10652,30
1854,30
80746,30
142685,30
58506,30
64780,30
58508,30
90665,30
9833,30
84196,30
440275,30
80007,30
8200,30
56970,30
55174,30
5557,30
51652,30
2051,30
23609,30
79088,30
115207,30
55168,30
85280,30
28992,30
10678,30
10307,30
7702,30
116461,30
60312,30
150094,30
9401,30
10491,30
10451,30
151903,30
4713,30
55466,30
64426,30
55707,30
161742,30
22823,30
51596,30
64855,30
83637,30
57002,30
7756,30
122953,30
115817,30
83992,30
65991,30
57591,30
55023,30
8930,30
23272,30
91582,30
5223,30
9825,30
28951,30
79650,30
2742,30
3484,30
1462,30
9367,30
22796,30
22978,30
25934,30
53944,30
94,30
23190,30
284161,30
10287,30
5443,30
321,30
9392,30
91949,30
22859,30
5648,30
54968,30
28987,30
128869,30
57505,30
10002,30
130574,30
26190,30
201163,30
51075,30
7003,30
6894,30
9867,30
89944,30
57169,30
83851,30
1813,30
493861,30
5002,30
1446,30
147007,30
80856,30
30837,30
51187,30
50488,30
9935,30
80213,30
64777,30
5277,30
51293,30
26018,30
10654,30
54361,30
136371,30
55325,30
23185,30
2530,30
90427,30
83461,30
56145,30
9378,30
253558,30
51070,30
9590,30
55761,30
3749,30
56987,30
51250,30
51491,30
23012,30
9079,30
9550,30
8476,30
27340,30
7586,30
54949,30
9569,30
27230,30
10169,30
26468,30
85376,30
23580,30
4059,30
5875,30
652,30
117286,30
3554,30
9236,30
3954,30
2588,30
7342,30
55333,29
8446,29
537,29
3362,29
286530,29
199990,29
664618,29
1760,29
196528,29
283635,29
54978,29
25978,29
220108,29
116449,29
5364,29
29068,29
3887,29
7270,29
2889,29
255738,29
84285,29
729233,29
3206,29
23192,29
286053,29
53826,29
8540,29
694,29
9847,29
30849,29
741,29
100505741,29
30,29
1312,29
84272,29
2137,29
4115,29
5208,29
10083,29
79022,29
4946,29
654346,29
729246,29
8614,29
729240,29
22868,29
50514,29
22931,29
57533,29
245972,29
51669,29
84310,29
5018,29
7070,29
80019,29
4782,29
2519,29
26094,29
2119,29
3323,29
6513,29
63922,29
22864,29
26471,29
25864,29
23268,29
10677,29
25875,29
10489,29
55839,29
8864,29
26037,29
10926,29
5583,29
404093,29
548596,29
23234,29
26273,29
6440,29
10221,29
3149,29
4688,29
374355,29
221955,29
80207,29
51659,29
215,29
25782,29
271,29
27314,29
10208,29
24137,29
57763,29
1731,29
284184,29
8348,29
2861,29
24138,29
131118,29
1845,29
388389,29
3679,29
60625,29
4074,29
3670,29
79837,29
90102,29
54407,29
55244,29
54106,29
146956,29
1363,29
80233,29
9938,29
196527,29
201266,29
1267,29
10206,29
23584,29
9771,29
55320,29
112724,29
85413,29
7745,29
26160,29
51060,29
84125,29
146691,29
987,29
22934,29
1181,29
81550,29
91663,29
8723,29
283989,29
3978,29
170622,29
55916,29
79102,29
57655,29
6305,29
21,29
55066,29
913,29
6566,29
440093,29
55033,29
7805,29
55346,29
7766,29
1595,29
23347,29
91289,29
9209,29
10714,29
54622,29
112802,29
5191,29
4925,29
285855,29
80223,29
64844,29
6522,29
10538,29
8831,29
6271,29
10247,29
140609,29
7137,29
64222,29
5877,29
134553,29
51506,29
2769,29
10295,29
129685,29
2313,28
8602,28
80185,28
55421,28
255877,28
79763,28
25902,28
379,28
5331,28
229,28
10301,28
337960,28
5236,28
54884,28
51585,28
256714,28
3394,28
551,28
1030,28
79648,28
2115,28
252983,28
55254,28
6884,28
590,28
84978,28
23119,28
11102,28
10314,28
5361,28
130617,28
284346,28
10072,28
4956,28
1327,28
9110,28
151011,28
84864,28
157922,28
541468,28
26205,28
284996,28
7795,28
230,28
6876,28
53353,28
51412,28
283349,28
2027,28
402,28
58472,28
85364,28
23581,28
167826,28
6710,28
63908,28
65263,28
124540,28
10651,28
9994,28
51809,28
84284,28
81788,28
284252,28
8629,28
51094,28
11194,28
3221,28
221613,28
563,28
84811,28
142689,28
90655,28
2232,28
8577,28
133396,28
200894,28
256933,28
11230,28
7204,28
27068,28
55353,28
22992,28
6262,28
4775,28
55837,28
1060,28
55223,28
55768,28
6286,28
55117,28
22863,28
2647,28
3202,28
10069,28
84066,28
26150,28
10522,28
54676,28
84688,28
10558,28
55035,28
29886,28
5523,28
10885,28
278,28
1793,28
79801,28
23646,28
131601,28
25801,28
54554,28
55471,28
51339,28
341640,28
6252,28
57089,28
2903,28
5350,28
9344,28
23211,28
55,28
55734,28
347734,28
10079,28
10743,28
6385,28
64093,28
83590,28
55629,28
80218,28
149473,28
220929,28
9453,28
253714,28
84969,28
23479,28
84333,28
4285,28
58485,28
114791,28
55036,28
58191,28
1677,28
64714,28
221927,28
6678,28
10251,28
10100,28
64759,28
65117,28
11009,28
29916,28
720,28
5130,28
1447,28
79866,28
23365,28
2706,28
54876,28
2312,28
11213,28
55739,28
51397,28
2161,28
79669,28
116071,28
93144,28
246175,28
2760,28
55859,28
432,28
1441,28
25912,28
3662,28
2006,28
27128,28
948,28
48,27
3581,27
81790,27
89796,27
93624,27
6662,27
4122,27
134353,27
7110,27
84547,27
5568,27
26148,27
84265,27
56674,27
8740,27
22937,27
11285,27
284365,27
342132,27
27350,27
57674,27
339230,27
4811,27
160364,27
8754,27
51316,27
51422,27
4038,27
27175,27
54101,27
23160,27
81537,27
10081,27
144699,27
9578,27
81610,27
51666,27
26508,27
7743,27
4502,27
7071,27
9567,27
55122,27
55764,27
164592,27
5271,27
3888,27
7089,27
758,27
8738,27
124512,27
65983,27
261726,27
254773,27
55149,27
5063,27
26191,27
81689,27
2892,27
81576,27
55153,27
1633,27
55840,27
4312,27
58155,27
7727,27
5440,27
55833,27
114294,27
29101,27
9787,27
9790,27
54532,27
29984,27
54475,27
7690,27
144568,27
122769,27
55572,27
57222,27
1436,27
9735,27
26086,27
79823,27
64801,27
260425,27
7326,27
285527,27
1200,27
9355,27
943,27
2171,27
10603,27
51438,27
201161,27
202915,27
63948,27
440574,27
3090,27
154810,27
387338,27
6891,27
6832,27
6838,27
27158,27
3481,27
92610,27
4778,27
80318,27
26507,27
79863,27
57689,27
53916,27
643853,27
23635,27
55240,27
11012,27
26509,27
10058,27
7216,27
6926,27
9696,27
170463,27
9185,27
23277,27
10180,27
56983,27
91608,27
3910,27
145226,27
55664,27
23236,27
11000,27
25980,27
10283,27
6659,27
54956,27
54468,27
7294,27
5814,27
59344,27
1527,27
25821,27
1285,27
51112,27
23059,27
55238,27
8706,27
9949,27
121536,27
3977,27
10390,27
128239,27
83659,27
2209,27
6655,27
11099,27
8747,27
79961,27
259217,27
10214,27
114781,27
22936,27
22878,27
221154,27
114984,27
1355,27
50863,27
29767,27
6493,27
65082,27
64397,27
4619,27
8525,27
126961,27
9963,27
23353,27
54776,27
25819,27
3556,27
4832,27
55624,27
51182,27
10908,27
8933,27
84937,27
1718,27
84920,27
8735,27
8545,27
55627,27
51027,27
6461,27
83988,27
51127,27
10444,27
9779,27
4094,27
127253,27
92104,27
9886,27
5650,27
10302,27
1482,27
3553,27
9228,27
5095,26
64410,26
1496,26
9816,26
2800,26
150864,26
9064,26
2596,26
89780,26
11176,26
51129,26
391,26
3619,26
157313,26
8028,26
27071,26
9262,26
5940,26
64968,26
9792,26
2968,26
554045,26
117584,26
3709,26
51363,26
4850,26
7095,26
1158,26
64135,26
6845,26
10297,26
9902,26
79888,26
56121,26
8086,26
3229,26
386678,26
79694,26
51023,26
151230,26
5164,26
84128,26
221656,26
83860,26
169714,26
54575,26
10641,26
22818,26
63897,26
51603,26
1316,26
2762,26
65979,26
79842,26
1959,26
93487,26
6691,26
51018,26
84530,26
146562,26
727851,26
203,26
23094,26
25962,26
25827,26
125476,26
29893,26
1376,26
3684,26
25874,26
92591,26
4111,26
28966,26
404552,26
54814,26
57409,26
4487,26
9692,26
55829,26
85377,26
3452,26
653404,26
80727,26
84466,26
9581,26
51388,26
115752,26
23102,26
26520,26
22999,26
8835,26
29899,26
197,26
11033,26
79038,26
140685,26
84749,26
11154,26
92181,26
51107,26
57659,26
22906,26
10827,26
2073,26
100134938,26
5420,26
84085,26
79740,26
153642,26
23506,26
64839,26
85313,26
116442,26
9776,26
56934,26
4023,26
373509,26
26093,26
55614,26
4607,26
283578,26
23176,26
10691,26
23369,26
84317,26
66036,26
9382,26
6574,26
8574,26
23155,26
5909,26
3914,26
55272,26
6683,26
119,26
51068,26
54663,26
5320,26
27301,26
10695,26
338692,26
80010,26
57644,26
22889,26
2150,26
10486,26
738,26
10632,26
51773,26
5730,26
5786,26
170384,26
84893,26
128710,26
1728,26
1028,26
79585,26
7837,26
23420,26
8677,26
3494,26
54434,26
66000,26
23271,26
22998,26
9901,26
8541,26
7705,26
84058,26
79177,26
51759,26
2201,26
51283,26
5805,26
4604,25
1075,25
4145,25
644,25
6565,25
23339,25
79664,25
54941,25
84985,25
1261,25
117143,25
6092,25
160760,25
10874,25
387893,25
5775,25
7991,25
55243,25
401296,25
10199,25
3558,25
9678,25
57728,25
121504,25
55329,25
84306,25
79791,25
3419,25
27077,25
128486,25
9467,25
25800,25
56681,25
144501,25
10577,25
9687,25
415117,25
94274,25
56931,25
51179,25
9854,25
9648,25
27304,25
4820,25
93611,25
3739,25
79633,25
54901,25
2159,25
11201,25
3479,25
57488,25
5066,25
54887,25
3720,25
4649,25
5634,25
11144,25
9326,25
8802,25
78987,25
140461,25
3151,25
1843,25
2817,25
10544,25
7942,25
80222,25
570,25
1,25
56894,25
22828,25
10312,25
285908,25
6299,25
26007,25
23396,25
8870,25
64393,25
340385,25
266740,25
85378,25
388650,25
22884,25
55308,25
55655,25
341208,25
11277,25
285598,25
4139,25
2039,25
29954,25
79921,25
7162,25
51752,25
55082,25
10579,25
58487,25
25880,25
10586,25
54822,25
6728,25
901,25
64926,25
60681,25
3074,25
9807,25
3936,25
10570,25
81554,25
56926,25
23787,25
50848,25
9637,25
10369,25
5550,25
54496,25
155061,25
1840,25
131474,25
63929,25
30834,25
1909,25
6251,25
10788,25
57541,25
5243,25
2683,25
6423,25
27283,25
2621,25
51204,25
57463,25
79932,25
57544,25
5257,25
9897,25
171568,25
85450,25
487,25
51409,25
5076,25
83795,25
2888,25
3075,25
147807,25
3813,25
445571,25
6990,25
8682,25
1522,25
4651,25
10723,25
10495,25
9863,25
56923,25
257397,25
83983,25
494119,25
6775,25
27232,25
127428,25
2730,25
85285,25
2733,25
9510,25
25792,25
78988,25
713,25
1041,25
79989,25
55092,25
23759,25
29122,25
79665,25
11036,25
23505,25
474343,25
23152,25
83693,25
26229,25
79137,25
23462,25
100132979,25
5270,25
27079,25
26002,25
23061,25
5618,25
54413,25
85409,25
3082,25
1102,25
55954,25
23358,25
23399,25
669,25
23331,25
51076,25
79738,25
56255,25
54629,25
4589,25
84274,25
10420,25
29123,25
6591,25
23167,25
5026,24
79754,24
30851,24
55813,24
84516,24
28956,24
27351,24
200895,24
538,24
50814,24
10462,24
342897,24
32,24
57619,24
152006,24
7005,24
51124,24
84142,24
5699,24
11226,24
55593,24
2815,24
9721,24
419,24
2765,24
9294,24
4199,24
10600,24
57708,24
9370,24
388272,24
6495,24
57673,24
231,24
182,24
23403,24
51200,24
353,24
2898,24
3675,24
5507,24
8131,24
56905,24
6769,24
57111,24
83605,24
29765,24
55505,24
397,24
79917,24
7374,24
155435,24
26112,24
4718,24
23395,24
10123,24
3233,24
93973,24
1412,24
84263,24
153129,24
53938,24
3594,24
2131,24
10,24
55501,24
56896,24
79080,24
23478,24
7069,24
1950,24
115708,24
201931,24
3703,24
84930,24
55361,24
84033,24
23184,24
28999,24
6542,24
85359,24
57402,24
90324,24
140807,24
92922,24
6337,24
2820,24
139285,24
64168,24
222068,24
3751,24
634,24
29967,24
83538,24
5498,24
56650,24
55690,24
9742,24
10978,24
5923,24
9615,24
9267,24
56938,24
79673,24
8877,24
90594,24
57396,24
64375,24
84899,24
163154,24
255758,24
51633,24
6002,24
3658,24
55676,24
55909,24
5449,24
2322,24
85509,24
8987,24
22809,24
57539,24
55300,24
55915,24
91409,24
2191,24
8506,24
113730,24
4283,24
2047,24
3455,24
25847,24
221785,24
1622,24
125058,24
114049,24
8828,24
85358,24
7351,24
55102,24
3695,24
286262,24
30001,24
55355,24
7851,24
9107,24
55227,24
1470,24
55578,24
2719,24
10597,24
5612,24
5798,24
144108,24
25764,24
200958,24
6339,24
84059,24
26249,24
4595,24
3157,24
28513,24
1289,24
27254,24
54845,24
1397,24
636,24
5891,24
2155,24
53834,24
157570,24
23078,24
57178,24
100526737,24
79180,24
4101,24
57662,24
3489,24
6905,24
9088,24
2535,24
5073,24
56339,24
78994,24
23011,24
5833,24
10748,24
54107,24
51665,24
79020,24
93492,24
55034,24
1265,24
755,24
51460,24
55275,24
54967,24
56302,24
55157,24
51667,24
54853,24
55229,24
57190,24
22953,24
10162,24
55028,24
27063,24
9640,24
5644,24
80152,24
23473,24
79047,24
5653,24
11188,24
153657,24
54620,24
23081,24
79149,24
84626,24
2811,24
142678,24
10568,24
57038,24
25970,23
144404,23
3042,23
54894,23
54518,23
22869,23
6261,23
5872,23
91662,23
54960,23
27436,23
55340,23
57104,23
116448,23
5287,23
9158,23
10791,23
79731,23
51430,23
9711,23
914,23
201254,23
401036,23
25797,23
4784,23
5810,23
1603,23
9144,23
84335,23
2966,23
55591,23
3576,23
257364,23
55863,23
25799,23
8731,23
6445,23
54543,23
2213,23
92912,23
325,23
9824,23
210,23
3570,23
80346,23
57231,23
5157,23
2239,23
29099,23
60493,23
100131816,23
2638,23
8019,23
149986,23
65094,23
90806,23
25983,23
51496,23
55765,23
115548,23
26272,23
143684,23
222194,23
5863,23
23424,23
23433,23
9922,23
91408,23
122011,23
91304,23
114883,23
5139,23
23389,23
26525,23
10906,23
55167,23
79719,23
23746,23
147183,23
9446,23
91526,23
26355,23
64798,23
29903,23
29796,23
940,23
79829,23
51455,23
63904,23
11162,23
8997,23
9147,23
80310,23
9077,23
114885,23
79176,23
6284,23
617,23
22848,23
6338,23
80333,23
8195,23
23515,23
133522,23
10620,23
11113,23
350,23
51290,23
23288,23
54928,23
148867,23
653583,23
10229,23
83752,23
1368,23
7782,23
54602,23
10263,23
412,23
27042,23
51109,23
65266,23
8692,23
83855,23
120114,23
6401,23
54704,23
2021,23
624,23
378884,23
64343,23
79004,23
80131,23
84293,23
320,23
51248,23
54499,23
10590,23
55503,23
2286,23
80199,23
57701,23
825,23
2030,23
57148,23
202459,23
56910,23
259234,23
51533,23
115939,23
10231,23
25816,23
10171,23
10110,23
3101,23
257019,23
84522,23
26122,23
9572,23
258010,23
55635,23
353376,23
63915,23
53833,23
283459,23
8558,23
197322,23
5473,23
56262,23
91433,23
921,23
5991,23
80142,23
256471,23
2734,23
388512,23
5190,23
8897,23
3170,23
775,23
5298,23
26266,23
51098,23
64943,23
100423062,23
388698,23
5414,23
151194,23
51540,23
51144,23
284904,23
6469,23
115209,23
4696,23
50964,23
51299,23
51224,23
79158,23
242,23
8324,23
57019,23
10398,23
3512,23
135138,23
22887,23
5376,23
2633,23
9844,23
10797,23
57168,23
3017,23
79960,23
57092,23
10516,23
51573,23
64859,23
9371,23
23616,23
10536,23
26519,23
414301,23
83940,23
49854,23
4913,23
5641,23
84678,23
5547,23
286451,23
126133,23
49860,23
64320,23
64858,23
6016,23
199720,23
140885,23
10960,23
54836,23
2178,22
79656,22
55970,22
4524,22
2302,22
7222,22
359948,22
115509,22
10493,22
64129,22
388962,22
56912,22
1990,22
91869,22
26053,22
252884,22
2257,22
2639,22
145946,22
394,22
9334,22
8653,22
8034,22
3421,22
25900,22
53635,22
5209,22
161514,22
79635,22
55744,22
627,22
200424,22
11221,22
64215,22
55177,22
84951,22
4102,22
27034,22
3045,22
3929,22
1411,22
81789,22
4953,22
4618,22
6273,22
1998,22
144100,22
94097,22
218,22
25803,22
6902,22
23431,22
2972,22
23683,22
23072,22
3766,22
84552,22
2736,22
7832,22
7779,22
25888,22
283638,22
60682,22
1174,22
9945,22
403,22
79075,22
56157,22
92856,22
29090,22
23253,22
25853,22
22895,22
90506,22
2215,22
79400,22
54958,22
29028,22
64319,22
80198,22
285282,22
8727,22
11236,22
26960,22
462,22
51582,22
7286,22
163126,22
84255,22
80237,22
23338,22
5947,22
112714,22
64919,22
345778,22
28986,22
126069,22
7227,22
8073,22
51072,22
11074,22
283643,22
132720,22
7869,22
5333,22
64145,22
6319,22
23336,22
79834,22
85461,22
171024,22
23471,22
1890,22
1122,22
7224,22
7692,22
92667,22
27129,22
1435,22
63035,22
128553,22
633,22
6999,22
402381,22
90780,22
760,22
8636,22
81890,22
10331,22
336,22
154807,22
10330,22
4179,22
404636,22
84061,22
27153,22
51575,22
7803,22
2572,22
276,22
7855,22
10635,22
5366,22
57731,22
177,22
51234,22
6521,22
4759,22
339345,22
79096,22
23293,22
2272,22
64174,22
148398,22
85476,22
26261,22
10736,22
64718,22
9321,22
54961,22
79447,22
945,22
23387,22
34,22
7080,22
23270,22
1501,22
2214,22
1437,22
3764,22
26548,22
3855,22
151188,22
1485,22
3134,22
124404,22
83692,22
54457,22
399909,22
23034,22
80012,22
85395,22
23558,22
140458,22
91137,22
84858,22
248,22
7450,22
91703,22
81502,22
28965,22
90701,22
1628,22
4682,22
80149,22
129868,22
9647,22
375484,22
10424,22
116150,22
160728,22
7389,22
64374,22
11249,22
9925,22
51024,22
2794,22
79465,22
933,22
84514,22
170589,22
64224,22
84659,22
9855,22
54332,22
5629,22
5232,22
51594,22
6689,22
2805,22
79954,22
51706,22
55732,22
4224,22
27148,22
57631,22
221830,22
3001,22
51352,22
79414,22
203328,22
23189,22
118812,22
6609,22
140739,22
1270,22
9650,22
29800,22
57622,22
1512,22
54505,22
2632,22
60401,22
65982,22
81844,21
2525,21
440915,21
5154,21
57590,21
94241,21
201562,21
163782,21
374666,21
83660,21
57560,21
1112,21
84722,21
3127,21
80128,21
23507,21
85444,21
1466,21
10761,21
57572,21
11097,21
343099,21
84081,21
22908,21
3638,21
347918,21
127247,21
22901,21
138716,21
29107,21
7220,21
90864,21
54584,21
7035,21
51193,21
10360,21
29994,21
51634,21
220323,21
79042,21
221079,21
51171,21
1187,21
55288,21
2590,21
93643,21
905,21
4355,21
28982,21
283985,21
3142,21
128312,21
222166,21
123228,21
9388,21
85464,21
84233,21
93343,21
26098,21
51078,21
11159,21
57181,21
80176,21
26119,21
79643,21
79786,21
342945,21
55247,21
10957,21
55245,21
388407,21
4669,21
25791,21
27288,21
79622,21
7737,21
50,21
80055,21
51463,21
7100,21
6693,21
11135,21
25879,21
11054,21
56996,21
23221,21
57509,21
10066,21
26228,21
148932,21
23381,21
1294,21
129807,21
114884,21
23137,21
1997,21
55709,21
1946,21
200933,21
90025,21
2915,21
22807,21
915,21
8988,21
642947,21
8675,21
1719,21
10799,21
55188,21
7368,21
55726,21
23360,21
51375,21
151963,21
79901,21
7042,21
3795,21
7481,21
11202,21
140901,21
10319,21
84282,21
9990,21
10311,21
149461,21
80205,21
55204,21
80301,21
55200,21
89927,21
710,21
55095,21
554,21
2556,21
57128,21
26145,21
3293,21
23230,21
58157,21
58512,21
402117,21
6620,21
2049,21
9356,21
28989,21
203111,21
5552,21
2584,21
10389,21
80174,21
54478,21
377,21
8776,21
91661,21
114790,21
3284,21
9180,21
80851,21
5293,21
84303,21
59341,21
55795,21
5256,21
51114,21
23510,21
3995,21
140707,21
79868,21
57179,21
9927,21
201292,21
30846,21
1124,21
25796,21
8444,21
6503,21
374454,21
9794,21
3817,21
118490,21
9605,21
339390,21
23052,21
3909,21
10472,21
1875,21
142686,21
55213,21
5452,21
2672,21
100499483,21
285613,21
23138,21
4010,21
51251,21
51379,21
10090,21
84342,21
203102,21
112755,21
597,21
222643,21
168850,21
160418,21
55818,21
23090,21
1045,21
54471,21
152926,21
199953,21
79370,21
29098,21
54800,21
51104,21
5890,21
26065,21
4620,21
85865,21
1264,21
55906,21
10023,21
5047,21
6484,21
285203,21
3135,21
85025,21
23130,21
83873,21
25829,21
83608,21
64091,21
54879,21
6768,21
51101,21
6617,21
55364,20
11066,20
3418,20
23676,20
158747,20
6782,20
57670,20
3577,20
9892,20
55208,20
22845,20
27346,20
10882,20
931,20
53616,20
8789,20
55118,20
494115,20
54799,20
116113,20
64838,20
5827,20
9270,20
3768,20
4921,20
23041,20
5304,20
1300,20
51367,20
421,20
55341,20
93974,20
7786,20
4147,20
100128525,20
84975,20
3273,20
1362,20
81853,20
81671,20
257218,20
5345,20
222696,20
9465,20
84277,20
874,20
3431,20
91107,20
55620,20
55527,20
55015,20
6000,20
55907,20
4210,20
51321,20
6818,20
80317,20
197407,20
7753,20
2000,20
23348,20
144983,20
6442,20
7105,20
79896,20
285966,20
55756,20
22,20
147179,20
125997,20
55119,20
22888,20
4660,20
23555,20
81926,20
29992,20
11330,20
84256,20
389834,20
26286,20
51702,20
1308,20
7267,20
84919,20
23035,20
3674,20
653784,20
253943,20
155368,20
440686,20
85365,20
1464,20
3744,20
7136,20
8934,20
139067,20
8505,20
10260,20
1687,20
9380,20
283742,20
968,20
25963,20
57489,20
55816,20
144097,20
60684,20
220136,20
58478,20
55975,20
353333,20
200350,20
84219,20
147923,20
11018,20
90268,20
10905,20
54859,20
9814,20
64866,20
57486,20
65009,20
79364,20
10636,20
51626,20
64784,20
1281,20
153328,20
79670,20
23285,20
10922,20
8544,20
79085,20
9419,20
3737,20
56648,20
26610,20
54922,20
79915,20
8482,20
375790,20
23262,20
64748,20
165324,20
404672,20
1347,20
3384,20
84056,20
969,20
11276,20
8516,20
79794,20
57106,20
58473,20
20,20
1802,20
6404,20
284359,20
4048,20
55112,20
114879,20
2550,20
1824,20
10113,20
55521,20
4868,20
157769,20
4512,20
353274,20
152789,20
1429,20
11152,20
56139,20
5678,20
4150,20
30812,20
27297,20
1571,20
91978,20
80006,20
339175,20
3812,20
79659,20
51146,20
307,20
5264,20
79091,20
150082,20
622,20
54957,20
25979,20
51090,20
54596,20
155465,20
5096,20
374,20
8292,20
7571,20
3216,20
159090,20
2731,20
55856,20
92170,20
81034,20
26164,20
112,20
90379,20
84881,20
203260,20
25809,20
3759,20
79631,20
2650,20
55209,20
6402,20
51668,20
55773,20
7763,20
9134,20
1515,20
23556,20
23158,20
55152,20
10497,20
27159,20
27241,20
57335,20
57567,20
57553,20
81607,20
5624,20
389677,20
388969,20
80895,20
89958,20
9727,20
3680,20
157638,20
10717,20
10076,20
79023,20
2992,20
2717,20
10725,20
130540,20
7866,20
8342,20
2188,20
1296,20
4232,20
6096,20
154743,20
575,20
54542,20
5081,20
126868,20
55030,20
2022,20
3563,20
1106,20
7274,19
3992,19
11015,19
9625,19
4940,19
79971,19
10781,19
23551,19
65220,19
728489,19
55777,19
84957,19
114876,19
8462,19
3767,19
8566,19
643836,19
11179,19
135295,19
22943,19
613212,19
4622,19
92689,19
6354,19
149175,19
889,19
64788,19
55638,19
5348,19
54014,19
4126,19
285971,19
